Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in),Distance(mi),Hour_of_Day,Is_Weekend,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Infra_Feature_Count,Severity
53.6,72.0,29.95,10.0,5.0,0.0,0.257,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
75.9,87.0,30.09,5.0,5.8,0.0,0.0,10.0,False,True,False,True,False,False,False,False,False,False,False,False,True,3,2
81.0,56.0,30.21,10.0,15.0,0.0,0.88,15.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,3
64.4,62.0,29.86,10.0,6.0,0.0,1.824,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
78.1,32.0,29.94,5.0,4.6,0.0,0.0,12.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
55.4,82.0,30.0,10.0,4.6,0.0,0.0,7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
75.0,57.0,28.51,10.0,0.0,0.0,0.0,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
67.0,55.0,29.85,10.0,5.8,0.0,0.0,2.0,False,False,False,False,False,False,False,False,False,True,False,False,False,1,2
48.0,86.0,29.34,10.0,0.0,0.0,2.938,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
70.0,64.0,28.42,10.0,6.0,0.0,0.154,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
73.0,48.0,29.84,10.0,9.0,0.0,0.01,11.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
77.0,74.0,29.86,10.0,8.0,0.0,0.0,14.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
64.9,70.0,30.11,10.0,4.6,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,3
85.0,65.0,29.97,10.0,6.0,0.0,0.0,10.0,False,False,False,True,True,False,False,True,False,False,False,False,True,4,2
97.0,35.0,29.98,10.0,6.9,0.0,0.0,12.0,False,False,False,True,False,False,False,False,False,False,False,False,False,1,2
57.0,100.0,30.02,3.0,6.9,0.0,0.488,7.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,2
92.0,34.0,28.82,10.0,12.0,0.0,0.0,15.0,False,False,False,True,False,False,False,False,False,False,False,False,True,2,3
86.0,55.0,29.95,10.0,5.8,0.0,0.0,12.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
47.0,56.0,28.95,10.0,0.0,0.0,0.0,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
70.0,38.0,28.99,8.0,5.0,0.0,0.0,17.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,3
59.0,87.0,29.91,10.0,7.0,0.0,0.238,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
64.0,50.0,29.71,10.0,0.0,0.0,0.355,7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
72.0,12.0,30.04,10.0,7.0,0.0,0.141,13.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
70.0,44.0,29.95,10.0,0.0,0.0,0.0,7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
57.0,15.0,29.58,10.0,8.0,0.0,0.456,18.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
90.0,31.0,29.16,13.0,13.0,0.0,0.194,17.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
60.0,96.0,29.26,4.0,9.0,0.0,0.0,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
26.0,71.0,23.69,10.0,8.0,0.0,0.077,18.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
82.0,37.0,29.67,10.0,8.0,0.0,0.0,19.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1
64.0,93.0,29.26,10.0,7.0,0.0,0.0,7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
63.0,68.0,28.8,10.0,6.0,0.0,0.0,18.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
39.0,93.0,28.78,10.0,0.0,0.0,2.123,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
81.0,30.0,29.42,9.0,3.0,0.0,0.036,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
74.0,73.0,29.62,10.0,15.0,0.0,0.0,18.0,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2
90.0,11.0,29.09,10.0,3.0,0.0,0.084,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
71.0,59.0,29.93,10.0,16.0,0.0,0.054,18.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
46.0,100.0,28.41,4.0,0.0,0.03,0.209,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
58.0,87.0,29.87,9.0,3.0,0.0,0.104,17.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
78.0,54.0,29.67,10.0,9.0,0.0,0.0,14.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
80.0,76.0,29.86,10.0,9.0,0.0,0.0,7.0,False,False,False,True,False,False,False,False,False,False,False,False,True,2,2
46.0,89.0,29.82,9.0,0.0,0.0,0.0,6.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
93.0,44.0,29.3,10.0,3.0,0.0,0.081,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
74.3,79.0,30.0,10.0,4.6,0.0,0.0,14.0,False,False,False,True,False,False,False,False,False,False,False,False,True,2,2
61.0,59.0,28.93,10.0,5.0,0.0,0.072,16.0,False,True,False,False,False,False,False,False,False,False,False,False,False,1,2
57.0,51.0,29.99,10.0,7.0,0.0,0.156,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
47.0,29.0,27.39,10.0,13.0,0.0,1.402,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
73.0,21.0,30.08,10.0,6.9,0.0,0.347,15.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
45.0,93.0,30.1,10.0,6.0,0.0,0.348,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
39.0,93.0,30.16,10.0,0.0,0.0,1.0499999523162842,7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
64.4,62.0,29.86,10.0,6.0,0.0,0.096,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
84.0,44.0,29.94,10.0,8.1,0.0,0.402,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
89.1,52.0,29.88,10.0,15.0,0.0,0.0,20.0,False,False,False,True,False,False,False,False,False,False,False,False,True,2,2
56.0,59.0,30.16,10.0,5.8,0.0,0.0,7.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
88.0,43.0,29.43,10.0,8.0,0.0,0.0,12.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
62.0,28.0,30.26,10.0,7.0,0.0,0.457,15.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
61.0,50.0,29.99,10.0,6.0,0.0,1.354,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
86.0,27.0,29.83,10.0,6.9,0.0,0.0,15.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
88.0,66.0,29.94,6.0,12.0,0.0,0.0,9.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,3
75.0,57.0,29.88,10.0,12.0,0.0,1.72,13.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,2
68.0,61.0,29.73,10.0,0.0,0.0,0.0,21.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1
48.0,96.0,29.82,10.0,7.0,0.06,0.159,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
69.0,54.0,29.82,10.0,6.0,0.0,0.011,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
54.0,90.0,29.35,10.0,8.0,0.01,0.684,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
69.8,94.0,30.01,4.0,5.8,0.0,0.0,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
91.0,30.0,29.24,10.0,13.0,0.0,0.7559999999999999,18.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
91.9,52.0,29.93,10.0,16.1,0.0,0.0,17.0,False,False,False,True,False,False,False,False,False,False,False,False,True,2,2
62.1,53.0,30.12,10.0,3.5,0.0,0.359,17.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
61.0,64.0,29.96,10.0,21.9,0.0,0.0,16.0,False,False,False,True,False,False,False,False,False,False,False,False,True,2,2
68.0,35.0,29.85,10.0,6.9,0.0,0.0,18.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,2
55.0,80.0,29.95,9.0,10.0,0.0,0.903,9.0,False,False,False,True,False,False,False,False,False,True,False,False,True,3,2
72.0,31.0,27.81,10.0,0.0,0.0,1.003,11.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
43.0,100.0,30.08,0.5,0.0,0.0,1.063,7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
92.0,50.0,29.78,10.0,14.0,0.0,0.0,16.0,False,False,False,False,False,False,False,True,False,True,True,False,False,3,2
72.0,53.0,29.81,10.0,9.0,0.0,0.202,17.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
69.0,42.0,29.96,10.0,7.0,0.0,0.7440000000000001,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
99.0,34.0,29.23,10.0,15.0,0.0,0.588,18.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
59.0,81.0,29.87,7.0,0.0,0.0,1.411,7.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
66.0,59.0,30.09,10.0,4.6,0.0,0.0,13.0,False,False,False,True,False,False,False,False,False,False,False,False,True,2,2
78.8,51.0,30.09,10.0,5.8,0.0,0.0,13.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2
75.0,87.0,29.97,10.0,3.5,0.0,0.0,8.0,False,False,False,True,False,False,False,False,False,False,False,False,True,2,2
73.0,41.0,29.0,6.0,0.0,0.0,0.409,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
44.0,79.0,29.53,10.0,3.0,0.0,0.815,21.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
70.0,64.0,29.41,10.0,7.0,0.0,0.995,14.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,2
57.9,81.0,30.06,10.0,4.6,0.0,0.0,9.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
87.8,38.0,29.87,10.0,16.1,0.0,0.0,17.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
58.0,90.0,30.02,6.0,0.0,0.0,0.029,23.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
51.0,77.0,30.16,10.0,0.0,0.0,0.0,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
64.4,88.0,30.06,10.0,4.6,0.0,0.601,9.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,2
75.9,82.0,29.93,10.0,6.9,0.0,0.195,9.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,2
83.5,11.0,29.85,10.0,4.6,0.0,0.0,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
57.0,89.0,30.03,4.0,5.8,0.0,0.01,10.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,3
58.0,56.0,29.82,10.0,13.0,0.0,0.194,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
78.8,39.0,29.92,10.0,7.0,0.0,0.508,17.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
79.0,50.0,29.54,10.0,5.0,0.0,0.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
67.0,49.0,29.89,10.0,3.0,0.0,0.027,20.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
98.0,29.0,29.23,10.0,5.0,0.0,0.0,19.0,False,True,False,False,False,False,False,False,False,True,False,False,True,3,2
55.9,93.0,29.47,2.0,4.6,0.02,0.01,12.0,False,False,False,True,False,False,False,True,False,False,False,False,True,3,2
64.4,49.0,30.22,9.0,5.8,0.0,0.0,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
73.0,20.0,29.11,10.0,5.0,0.0,1.06,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
61.0,60.0,30.04,10.0,6.0,0.0,0.0,19.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
63.0,25.0,29.71,10.0,5.0,0.0,0.0,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
47.0,74.0,30.16,10.0,3.0,0.0,0.031,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
57.0,87.0,29.73,8.0,10.0,0.0,0.0,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
69.0,53.0,29.89,10.0,10.0,0.0,0.0,13.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
73.0,16.0,30.24,10.0,8.0,0.0,1.286,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
87.4,60.0,29.87,10.0,5.8,0.0,0.0,18.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2
54.0,97.0,29.55,1.0,9.0,0.04,0.68,13.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,2
71.0,29.0,29.76,10.0,3.0,0.0,0.0,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
97.0,11.0,27.8,10.0,6.0,0.0,0.0,13.0,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2
68.0,76.0,29.94,9.0,6.9,0.0,0.0,5.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,3
75.0,41.0,30.05,10.0,5.0,0.0,0.116,15.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
67.0,55.0,27.24,10.0,0.0,0.0,0.0,11.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
73.9,76.0,30.06,5.0,11.5,0.0,0.01,14.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2
68.0,56.0,29.94,10.0,10.0,0.0,0.008,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
91.0,29.0,28.96,10.0,10.0,0.0,1.4680000000000002,12.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
66.0,56.0,29.97,9.0,4.6,0.0,0.0,9.0,False,False,False,False,False,False,False,False,False,True,False,False,True,2,2
70.0,57.0,30.07,10.0,6.9,0.0,0.01,18.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
90.0,54.0,29.2,10.0,9.0,0.0,0.0,18.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
43.0,74.0,29.52,10.0,21.0,0.0,0.0,11.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
62.0,86.0,29.68,10.0,5.0,0.0,0.215,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
71.6,73.0,29.9,10.0,5.8,0.0,0.01,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,3
96.0,40.0,29.23,10.0,7.0,0.0,0.0,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
78.1,90.0,30.02,10.0,6.9,0.0,0.0,7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
60.0,38.0,29.89,10.0,7.0,0.0,0.278,20.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
92.3,31.0,30.12,10.0,7.0,0.0,1.2899999618530271,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
64.0,56.0,30.18,10.0,5.8,0.0,0.01,9.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
68.0,33.0,29.45,10.0,7.0,0.0,0.008,18.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
50.0,87.0,29.71,7.0,12.0,0.04,0.0,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
48.0,82.0,29.04,10.0,0.0,0.0,0.0,8.0,False,False,False,False,False,False,False,False,False,True,False,False,True,2,2
57.0,64.0,27.06,10.0,12.0,0.0,0.009,12.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
106.0,12.0,29.52,10.0,3.0,0.0,0.17,14.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
57.2,63.0,30.18,7.0,4.6,0.0,0.0,11.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
57.9,33.0,30.27,10.0,5.0,0.0,0.0,18.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,3
58.0,56.0,29.97,10.0,0.0,0.0,1.915,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
54.0,54.0,29.72,10.0,0.0,0.0,0.0819999999999999,18.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
64.0,67.0,29.88,10.0,7.0,0.0,0.01,22.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
68.0,61.0,29.92,10.0,10.0,0.0,0.0069999999999999,13.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2
45.0,34.0,27.2,10.0,8.0,0.0,1.4480000000000002,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
51.0,41.0,30.21,10.0,0.0,0.0,0.0,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,3
86.0,13.0,29.91,10.0,7.0,0.0,2.438,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
75.0,57.0,29.84,10.0,7.0,0.0,0.094,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
63.0,70.0,30.09,10.0,8.0,0.0,0.0,23.0,True,False,False,False,False,True,False,False,False,False,False,False,False,1,4
77.0,13.0,29.86,10.0,8.0,0.0,0.1,18.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
63.0,87.0,29.46,10.0,3.0,0.0,0.059,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
59.0,58.0,29.97,9.0,7.0,0.0,0.027,17.0,False,True,False,False,False,False,False,False,False,False,False,False,False,1,2
67.0,54.0,29.88,10.0,7.0,0.0,0.0,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
72.0,81.0,29.34,7.0,18.0,0.0,0.154,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
52.0,100.0,29.75,10.0,10.0,0.01,1.44,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
66.0,81.0,29.83,10.0,5.0,0.0,7.375,13.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,2
70.0,33.0,28.95,10.0,10.0,0.0,0.4000000059604645,12.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
62.1,62.0,30.09,8.0,6.9,0.0,0.0,16.0,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2
55.9,80.0,29.86,10.0,6.0,0.0,0.0,6.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,3
26.0,81.0,29.72,10.0,12.0,0.0,0.0,9.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
50.0,87.0,29.92,7.0,5.8,0.0,0.0,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
77.0,22.0,30.07,10.0,7.0,0.0,0.23,11.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
37.9,55.0,30.6,10.0,11.5,0.0,0.01,18.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
57.0,69.0,30.08,10.0,8.0,0.0,0.0,13.0,False,False,False,True,False,False,False,False,False,False,False,False,True,2,2
69.0,39.0,29.13,10.0,8.0,0.0,2.62,14.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
72.0,11.0,29.14,10.0,8.0,0.0,0.0,18.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
70.0,55.0,29.61,10.0,0.0,0.0,2.122,7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
57.9,49.0,30.09,10.0,4.6,0.0,0.01,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
57.9,78.0,29.75,10.0,8.1,0.0,0.01,5.0,False,False,False,False,False,False,False,True,False,True,False,False,False,2,2
59.0,88.0,30.06,1.5,6.9,0.0,0.0,12.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
73.0,57.0,29.87,10.0,6.0,0.0,1.859,11.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,2
37.9,15.0,30.22,10.0,8.1,0.0,0.0,11.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,3
62.0,34.0,29.01,10.0,8.0,0.0,0.012,2.0,True,False,False,False,False,True,False,False,False,False,False,False,False,1,2
60.0,47.0,30.03,10.0,0.0,0.0,0.013,19.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
44.0,89.0,29.98,8.0,6.0,0.0,0.0,20.0,False,False,False,True,False,False,False,False,False,False,False,False,True,2,2
55.0,86.0,29.66,2.0,21.0,0.0,1.350000023841858,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
54.0,80.0,29.97,10.0,3.0,0.0,0.368,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
64.0,67.0,29.9,10.0,0.0,0.0,0.44,17.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
57.0,36.0,29.22,10.0,0.0,0.0,0.027,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
38.0,86.0,29.77,5.0,6.0,0.0,0.721,13.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,2
61.0,63.0,29.84,10.0,5.0,0.0,0.0,11.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
49.0,38.0,30.07,10.0,0.0,0.0,0.0,7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
71.6,88.0,30.27,10.0,8.1,0.0,0.01,21.0,False,False,False,True,False,False,False,False,False,False,False,False,True,2,2
55.0,83.0,29.83,8.0,5.0,0.06,0.044,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
68.0,83.0,29.67,10.0,11.5,0.0,0.01,7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
60.1,69.0,29.93,10.0,6.9,0.0,0.0,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
66.9,63.0,30.04,10.0,12.7,0.0,0.0,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
46.0,58.0,29.82,10.0,5.0,0.0,0.108,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
50.0,93.0,30.0,10.0,3.0,0.0,0.0,7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
58.0,67.0,30.29,10.0,6.0,0.0,0.0,8.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
81.0,33.0,29.88,10.0,6.9,0.0,0.243,12.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
55.9,100.0,30.04,0.2,6.0,0.0,0.14,6.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2
95.0,22.0,29.85,10.0,15.0,0.0,0.7759999999999999,17.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
74.0,57.0,29.83,4.0,6.0,0.0,0.0,15.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
63.0,70.0,29.82,10.0,9.0,0.0,0.498,7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
62.0,60.0,29.89,10.0,7.0,0.0,0.0,20.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
62.0,70.0,29.94,7.0,5.0,0.0,0.0,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
79.0,82.0,30.03,10.0,0.0,0.0,0.0,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
70.0,65.0,29.62,10.0,0.0,0.0,0.0,4.0,True,False,False,False,False,False,False,False,False,True,False,False,False,1,2
76.0,45.0,29.95,10.0,0.0,0.0,0.0,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
51.0,35.0,30.54,10.0,14.0,0.0,0.0,9.0,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2
52.0,89.0,30.21,4.0,5.8,0.0,0.0,5.0,False,False,False,True,False,False,False,False,False,False,False,False,True,2,3
55.0,89.0,29.88,10.0,10.4,0.0,0.7040000000000001,21.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,2
68.0,16.0,30.04,10.0,12.0,0.0,0.005,14.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
58.0,60.0,29.81,10.0,16.0,0.0,0.025,14.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
68.0,100.0,30.06,10.0,6.9,0.0,0.0,15.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
69.8,43.0,30.09,10.0,8.1,0.0,0.0,10.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2
64.0,65.0,29.91,10.0,6.9,0.0,0.0,8.0,False,False,False,True,False,False,False,False,False,False,True,False,False,2,2
59.0,83.0,29.86,8.0,10.4,0.06,0.474,13.0,False,False,False,False,False,False,False,True,False,True,False,False,False,2,2
73.0,64.0,29.71,10.0,6.9,0.0,0.545,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
48.0,100.0,30.1,1.8,9.2,0.0,0.0,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
65.1,86.0,29.92,10.0,9.2,0.0,3.470000028610228,17.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
68.0,12.0,29.02,10.0,5.0,0.0,1.685,11.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
79.0,56.0,30.07,10.0,8.1,0.0,0.897,11.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,2
82.0,29.0,29.63,10.0,7.0,0.0,1.226,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
59.0,99.0,29.29,10.0,5.0,0.0,0.059,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
90.0,52.0,29.87,10.0,11.5,0.0,0.0,16.0,True,False,False,False,False,True,False,False,False,False,False,False,False,1,3
73.0,93.0,29.13,6.0,3.0,0.04,0.0,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
90.0,50.0,29.96,10.0,11.5,0.0,0.0,10.0,False,False,False,False,False,False,False,False,False,True,False,False,False,1,2
49.0,83.0,29.68,6.0,0.0,0.05,0.378,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
63.0,65.0,29.88,10.0,3.5,0.0,0.01,19.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
54.0,62.0,30.27,10.0,6.0,0.0,0.0,9.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,3
53.0,89.0,28.99,4.0,0.0,0.0,0.0,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
46.9,66.0,30.29,8.0,3.5,0.0,0.0,9.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
57.0,55.0,29.53,10.0,7.0,0.0,0.033,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
42.1,92.0,30.09,4.0,6.0,0.0,0.464,5.0,False,False,False,True,False,False,False,False,False,False,False,False,False,1,4
89.1,40.0,29.83,10.0,8.1,0.0,0.486,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
66.9,39.0,30.2,10.0,6.9,0.0,0.01,15.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
65.0,9.0,29.18,10.0,8.0,0.0,0.0,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
